cluster_id	member
CLS002925	Q4X1V0
CLS002926	Q2TZG4
CLS002926	Q4X1Y0
CLS002927	Q2TZ99
CLS002927	Q4X265
CLS002928	Q4XZY3
CLS002928	Q8ILT5
CLS002929	Q4YCF6
CLS002930	Q4Z8K6
CLS002931	Q4ZG55
CLS002932	Q4ZHG4
CLS002933	Q4ZHR9
CLS002934	Q4ZHS0
CLS002935	Q4ZIN3
CLS002936	Q4ZLZ9
CLS002937	Q1R9G0
CLS002937	Q3YZV1
CLS002937	Q4KC82
CLS002937	Q4ZSZ2
CLS002937	Q5PNA6
CLS002937	Q7N3Q7
CLS002937	Q8XDZ3
CLS002937	Q9HY63
CLS002938	Q4ZUD2
CLS002939	Q4ZUM1
CLS002939	Q883N9
CLS002940	Q48F46
CLS002940	Q4ZWU3
CLS002940	Q8PES0
CLS002940	Q9PEJ7
CLS002941	Q50023
CLS002941	Q743F0
CLS002942	Q500V2
CLS002943	Q500V9
CLS002944	Q1B0U5
CLS002944	Q50192
CLS002944	Q744V3
CLS002944	Q8FLM0
CLS002944	Q8NLC4
CLS002945	Q501D6
CLS002945	Q84WU0
CLS002945	Q9FK30
CLS002946	Q50274
CLS002947	Q50288
CLS002948	Q502W6
CLS002949	Q502W7
CLS002950	Q50333
CLS002951	Q50339
CLS002952	Q50360
CLS002953	Q50395
CLS002954	Q504N2
CLS002955	Q50566
CLS002956	Q505D1
CLS002957	Q505G8
CLS002957	Q9BE73
CLS002958	Q505J8
CLS002959	Q50833
CLS002960	Q50864
CLS002961	Q50EK2
CLS002961	Q675L4
CLS002962	Q50LG1
CLS002963	Q50LG9
CLS002963	Q8BHA1
CLS002964	Q51062
CLS002964	Q51152
CLS002965	Q47810
CLS002965	Q48791
CLS002965	Q51238
CLS002965	Q932I8
CLS002966	Q51463
CLS002967	Q51519
CLS002968	Q51693
CLS002969	Q51700
CLS002970	Q51705
CLS002970	Q59746
CLS002970	Q89XJ6
CLS002970	Q8YBC6
CLS002970	Q9F0W4
CLS002971	Q51739
CLS002971	Q9V035
CLS002972	Q51817
CLS002973	Q51845
CLS002974	Q39161
CLS002974	Q51879
CLS002975	Q51NJ3
CLS002975	Q7S532
CLS002976	Q51UJ9
CLS002977	Q52109
CLS002978	Q52149
CLS002979	Q52360
CLS002980	Q52498
CLS002981	Q2GUT7
CLS002981	Q525S7
CLS002981	Q9P5X6
CLS002982	Q52716
CLS002983	Q52718
CLS002984	Q52877
CLS002985	Q52893
CLS002986	Q52938
CLS002987	Q52969
CLS002988	Q52978
CLS002989	Q52981
CLS002990	Q52FM1
CLS002991	Q52JK6
CLS002992	Q52KP5
CLS002992	Q8N323
CLS002993	Q52KS4
CLS002994	Q52L14
CLS002994	Q92560
CLS002995	Q52QI2
CLS002996	Q52T38
CLS002997	Q52TG1
CLS002998	Q2MIB9
CLS002998	Q3T8Q6
CLS002998	Q52TG6
CLS002998	Q6DT84
CLS002998	Q70D38
CLS002998	Q70D41
CLS002998	Q7JEV7
CLS002998	Q7JEV9
CLS002998	Q7JEW0
CLS002998	Q8M924
CLS002998	Q8M9A9
CLS002998	Q8MEC8
CLS002998	Q8MEC9
CLS002998	Q8MEE6
CLS002998	Q8MEH7
CLS002998	Q8MET5
CLS002998	Q8WIT2
CLS002998	Q94Q76
CLS002998	Q95DN9
CLS002998	Q95DP2
CLS002998	Q95DP4
CLS002998	Q95DQ2
CLS002998	Q9GHG9
CLS002998	Q9XPP0
CLS002998	Q9XPP1
CLS002998	Q9XPP4
CLS002998	Q9XPP8
CLS002999	Q52V16
CLS002999	Q95LI3
CLS003000	Q53005
CLS003001	Q53020
CLS003001	Q53047
CLS003001	Q9KKA3
CLS003002	Q53151
CLS003003	Q53217
CLS003004	Q1QRM1
CLS003004	Q3SWE0
CLS003004	Q53245
CLS003004	Q9AC53
CLS003005	Q53317
CLS003006	Q52500
CLS003006	Q53546
CLS003006	Q9V2Q7
CLS003006	Q9V2T8
CLS003007	Q53591
CLS003008	Q53654
CLS003009	Q53728
CLS003010	Q53955
CLS003011	Q53EP0
CLS003012	Q1LZ87
CLS003012	Q53GI3
CLS003012	Q9Z1D9
CLS003013	Q53K16
CLS003013	Q9FL03
CLS003014	Q53KK6
CLS003014	Q9XI07
CLS003015	Q1XDF4
CLS003015	Q2QVG9
CLS003015	Q49V34
CLS003015	Q4L3I4
CLS003015	Q53LY0
CLS003015	Q6GBW3
CLS003015	Q6GJE4
CLS003015	Q7F9I1
CLS003015	Q8CQ88
CLS003015	Q8EU05
CLS003015	Q8NXY8
CLS003015	Q9FI56
CLS003015	Q9TM05
CLS003016	Q53NI2
CLS003016	Q9C5W3
CLS003017	Q41238
CLS003017	Q43189
CLS003017	Q43190
CLS003017	Q53RB0
CLS003017	Q7G794
CLS003017	Q9LUW0
CLS003018	Q38846
CLS003018	Q53RH0
CLS003018	Q9SSY6
CLS003018	Q9ZWL6
CLS003019	Q53RK8
CLS003019	Q54Y81
CLS003019	Q9BUQ8
CLS003019	Q9FZ92
CLS003020	Q53TS8
CLS003021	Q53VY2
CLS003022	Q53W19
CLS003023	Q53WJ1
CLS003024	Q54431
CLS003025	Q54465
CLS003026	Q54468
CLS003027	Q54530
CLS003028	Q54727
CLS003029	Q54875
CLS003030	Q54900
CLS003031	Q54970
CLS003032	Q54AX6
CLS003033	Q54B27
CLS003034	Q54B29
CLS003035	Q54B33
CLS003036	Q54B46
CLS003037	Q54B48
CLS003038	Q54B64
CLS003039	Q54B97
CLS003040	Q54BA2
CLS003041	Q54BD4
CLS003042	Q54BF0
CLS003043	Q54BF2
CLS003044	Q54BK2
CLS003044	Q55G11
CLS003045	Q54BN8
CLS003046	Q54BP6
CLS003047	Q54BT5
CLS003048	Q54BU4
CLS003049	Q54BW1
CLS003050	Q54C22
CLS003051	Q54C24
CLS003052	Q54C38
CLS003053	Q54C67
CLS003054	Q54C71
CLS003055	Q54C78
CLS003056	Q54C94
CLS003057	Q54CB2
CLS003058	Q54CD8
CLS003059	Q54CE0
CLS003060	Q54CH1
CLS003061	Q54CL0
CLS003062	Q54CL3
CLS003063	Q54CQ8
CLS003063	Q54DU5
CLS003064	Q54CR9
CLS003065	Q54CW7
CLS003066	Q54CX4
CLS003067	Q54CY2
CLS003068	Q54CY5
CLS003069	Q54D38
CLS003070	Q54D44
CLS003071	Q54D84
CLS003072	Q54DA1
CLS003073	Q54DA4
CLS003074	Q54DA8
CLS003075	Q54DA9
CLS003076	Q54DC8
CLS003077	Q54DD0
CLS003077	Q9DBT5
CLS003078	Q54DE3
CLS003079	Q54DG3
CLS003080	Q54DK0
CLS003081	Q54DK3
CLS003082	Q54DL6
CLS003083	Q54DL7
CLS003084	Q54DN3
CLS003085	Q54DP3
CLS003086	Q54DS3
CLS003087	Q54DS4
CLS003088	Q54E43
CLS003089	Q54E64
CLS003090	Q54E71
CLS003091	Q54ED2
CLS003092	Q54EH1
CLS003093	Q54EK2
CLS003094	Q54EM1
CLS003095	Q54EP7
CLS003096	Q54EQ9
CLS003097	Q54ER5
CLS003098	Q54ER9
CLS003099	Q54ET0
CLS003100	Q54ET2
CLS003101	Q54ET6
CLS003102	Q54EW2
CLS003103	Q54EW3
CLS003104	Q54F23
CLS003105	Q54F30
CLS003106	Q54F34
CLS003107	Q54F38
CLS003108	Q54F44
CLS003109	Q54F99
CLS003110	Q54FG5
CLS003111	Q54FM3
CLS003112	Q54FM9
CLS003113	Q54FU3
CLS003114	Q54FW9
CLS003115	Q54FY7
CLS003116	Q54G05
CLS003117	Q54G14
CLS003118	Q54G18
CLS003119	Q54G43
CLS003120	Q54G94
CLS003121	Q54G96
CLS003122	Q54GB2
CLS003123	Q54GD3
CLS003124	Q54GE3
CLS003125	Q54GG8
CLS003126	Q54GG9
CLS003127	Q54GH0
CLS003128	Q54GH2
CLS003129	Q54GH3
CLS003130	Q54GQ1
CLS003131	Q54GR1
CLS003132	Q54GS8
CLS003133	Q54GU0
CLS003134	Q54GU4
CLS003135	Q54GU5
CLS003136	Q54GV0
CLS003137	Q54GV7
CLS003138	Q54GV8
CLS003139	Q54GX5
CLS003140	Q54H05
CLS003141	Q54H36
CLS003142	Q54H45
CLS003142	Q54H46
CLS003143	Q54HA4
CLS003144	Q54HC6
CLS003145	Q54HD2
CLS003146	Q54HE0
CLS003147	Q54HI2
CLS003148	Q54HI5
CLS003149	Q54HL8
CLS003150	Q54HM0
CLS003151	Q54HM2
CLS003152	Q54HS1
CLS003153	Q54HT1
CLS003154	Q54HX6
CLS003155	Q54I30
CLS003156	Q54I36
CLS003157	Q54I56
CLS003158	Q54I65
CLS003159	Q54I71
CLS003160	Q54IE7
CLS003161	Q54IG2
CLS003162	Q54IH6
CLS003163	Q54IH8
CLS003164	Q54IJ9
CLS003165	Q54IK9
CLS003166	Q54IL5
CLS003167	Q54IL7
CLS003168	Q54IR8
CLS003169	Q54IT1
CLS003170	Q54IV7
CLS003171	Q54IX3
CLS003171	Q54KU3
CLS003172	Q54IY5
CLS003173	Q54J11
CLS003174	Q54J14
CLS003175	Q54J35
CLS003176	Q54J37
CLS003177	Q54J55
CLS003178	Q54J66
CLS003179	Q54J71
CLS003179	Q54J78
CLS003180	Q54J83
CLS003181	Q54J88
CLS003182	Q54JA3
CLS003183	Q54JA4
CLS003184	Q54JA5
CLS003185	Q54JC7
CLS003186	Q54JE1
CLS003187	Q54JE7
CLS003188	Q54JI9
CLS003189	Q54JK1
CLS003190	Q54JL0
CLS003191	Q54JL3
CLS003192	Q54JM5
CLS003193	Q54JR2
CLS003194	Q54JS5
CLS003195	Q54K09
CLS003196	Q54K14
CLS003197	Q54K36
CLS003198	Q54K37
CLS003199	Q54K56
CLS003200	Q54K57
CLS003201	Q54K81
CLS003202	Q54KA7
CLS003203	Q54KB8
CLS003204	Q54KD1
CLS003205	Q54KF2
CLS003206	Q54KF6
CLS003207	Q54KF7
CLS003208	Q54KG7
CLS003209	Q54KI4
CLS003210	Q54KJ1
CLS003211	Q54KV6
CLS003212	Q54KW6
CLS003213	Q54L00
CLS003214	Q54L50
CLS003215	Q54L52
CLS003215	Q54LY1
CLS003216	Q54L72
CLS003217	Q54L83
CLS003218	Q54LB3
CLS003219	Q54LD5
CLS003220	Q54LE6
CLS003221	Q54LH5
CLS003222	Q54LH8
CLS003223	Q54LK8
CLS003224	Q54LR0
CLS003225	Q54LR3
CLS003226	Q54LU5
CLS003227	Q54LY5
CLS003228	Q54M18
CLS003229	Q54M23
CLS003230	Q54M35
CLS003231	Q54M94
CLS003231	Q550U9
CLS003232	Q54MB1
CLS003233	Q54MD1
CLS003234	Q54F05
CLS003234	Q54MH3
CLS003234	Q8VY00
CLS003234	Q9P774
CLS003235	Q54MH8
CLS003236	Q54MH9
CLS003237	Q54MJ7
CLS003237	Q9LDV4
CLS003238	Q54MK0
CLS003239	Q54MP8
CLS003240	Q54MV3
CLS003241	Q54MV6
CLS003242	Q54N86
CLS003243	Q54N97
CLS003244	Q54NA6
CLS003245	Q54NC6
CLS003246	Q54NI1
CLS003247	Q54NL0
CLS003248	Q54NL1
CLS003249	Q54NP0
CLS003250	Q54NP8
CLS003251	Q54NQ8
CLS003252	Q54NU3
CLS003253	Q54NU8
CLS003254	Q54NV1
CLS003255	Q54NX0
CLS003256	Q54NZ5
CLS003256	Q6DE95
CLS003256	Q9ZVH4
CLS003257	Q54P47
CLS003258	Q54P51
CLS003259	Q54P65
CLS003260	Q54P68
CLS003261	Q54I92
CLS003261	Q54P69
CLS003262	Q54P70
CLS003263	Q54P76
CLS003264	Q54PA5
CLS003265	Q54PD9
CLS003266	Q54PE0
CLS003266	Q5RFQ3
CLS003266	Q9C270
CLS003267	Q54PF8
CLS003268	Q54PK8
CLS003269	Q54PL2
CLS003270	Q54PM6
CLS003271	Q54PP6
CLS003272	Q54PP7
CLS003273	Q54PQ8
CLS003274	Q54PS7
CLS003275	Q54PT1
CLS003276	Q54PT3
CLS003277	Q54PZ6
CLS003278	Q54Q40
CLS003279	Q54Q45
CLS003280	Q54Q48
CLS003281	Q54Q53
CLS003281	Q554S4
CLS003282	Q54Q80
CLS003283	Q1EB31
CLS003283	Q2UHB7
CLS003283	Q54Q94
CLS003283	Q5BFU1
CLS003283	Q5ZJF6
CLS003283	Q6CGD1
CLS003283	Q7RZ35
CLS003283	Q80Y44
CLS003283	Q9UTP9
CLS003284	Q54QA0
CLS003285	Q54QC0
CLS003286	Q54QC1
CLS003287	Q54QC8
CLS003288	Q54QD3
CLS003289	Q54QE8
CLS003290	Q54QG0
CLS003291	Q54QG6
CLS003291	Q9FF17
CLS003292	Q54QG7
CLS003293	Q54QI2
CLS003294	Q54QM4
CLS003295	Q54QM6
CLS003296	Q54QQ2
CLS003297	Q54QR1
CLS003298	Q54QS0
CLS003299	Q54QW1
CLS003300	Q54QY9
CLS003301	Q54QZ5
CLS003302	Q54R58
CLS003303	Q54R73
CLS003304	Q54R74
CLS003305	Q54R82
CLS003306	Q54R84
CLS003307	Q54R98
CLS003308	Q54RA2
CLS003309	Q54RB9
CLS003310	Q54RC3
CLS003311	Q54RE1
CLS003312	Q54RI9
CLS003313	Q54RM2
CLS003314	Q54RP0
CLS003315	Q54RP7
CLS003316	Q54RQ8
CLS003317	Q54RR9
CLS003318	Q54RS7
CLS003319	Q54RU1
CLS003320	Q54RV3
CLS003321	Q54RV9
CLS003322	Q54S08
CLS003323	Q54S20
CLS003324	Q54S40
CLS003325	Q54S43
CLS003326	Q54S77
CLS003327	Q54S79
CLS003328	Q54SC4
CLS003329	Q54SH8
CLS003329	Q75JP4
CLS003330	Q54SI1
CLS003331	Q54SK3
CLS003332	Q54SK5
CLS003333	Q54SL6
CLS003334	Q54SP4
CLS003335	Q54SV3
CLS003336	Q54SW3
CLS003337	Q54SY5
CLS003338	Q54T02
CLS003339	Q54T16
CLS003339	Q54T17
CLS003340	Q54T18
CLS003341	Q54T74
CLS003342	Q54T86
CLS003343	Q54TA5
CLS003344	Q54TB8
CLS003345	Q54TC3
CLS003346	Q54TH6
CLS003347	Q54TH9
CLS003348	Q54TI3
CLS003349	Q54TK4
CLS003350	Q54TM7
CLS003351	Q54TP6
CLS003352	Q54TR1
CLS003353	Q54TT4
CLS003354	Q54TT6
CLS003355	Q54TU3
CLS003356	Q54TV2
CLS003357	Q54TW2
CLS003358	Q54U63
CLS003359	Q54U64
CLS003360	Q54U89
CLS003361	Q54UC2
CLS003362	Q54UC9
CLS003363	Q54UK3
CLS003364	Q54UL8
CLS003365	Q54UP5
CLS003366	Q54UV7
CLS003366	Q54UV8
CLS003366	Q54UV9
CLS003366	Q54UW0
CLS003367	Q54UW4
CLS003368	Q54L75
CLS003368	Q54V07
CLS003369	Q54V85
CLS003370	Q54VA9
CLS003371	Q54VB4
CLS003372	Q54VC1
CLS003373	Q54VE0
CLS003374	Q54VF1
CLS003375	Q54VF4
CLS003376	Q54VI3
CLS003377	Q54VJ1
CLS003378	Q54VM3
CLS003379	Q54VQ0
CLS003380	Q54VU4
CLS003381	Q54VU5
CLS003382	Q54VV5
CLS003383	Q54VV7
CLS003384	Q54VY0
CLS003385	Q54VY3
CLS003386	Q54W06
CLS003387	Q54W19
CLS003387	Q54W20
CLS003388	Q54W24
CLS003389	Q54W36
CLS003390	Q54W86
CLS003391	Q54W90
CLS003392	Q54WB8
CLS003393	Q54WH2
CLS003394	Q54WH4
CLS003395	Q54WH7
CLS003396	Q54WJ0
CLS003397	Q54WN0
CLS003398	Q54WN8
CLS003399	Q54WR1
CLS003400	Q54WR4
CLS003401	Q54WR9
CLS003402	Q54WS5
CLS003403	Q54WT9
CLS003404	Q54WV4
CLS003405	Q54WW7
CLS003406	Q54WZ0
CLS003407	Q54WZ5
CLS003408	Q54X08
CLS003409	Q54X15
CLS003410	Q54X24
CLS003411	Q54X25
CLS003412	Q54X75
CLS003413	Q54X82
CLS003414	Q54XF7
CLS003415	Q54XG7
CLS003416	Q54XI9
CLS003417	Q54XJ4
CLS003418	Q54XL6
CLS003419	Q54XM6
CLS003420	Q54XN7
CLS003421	Q54XP3
CLS003422	Q54XQ2
CLS003423	Q4WLN1
CLS003423	Q54XS2
CLS003423	Q5B6D6
CLS003423	Q99798
CLS003423	Q9P7D4
CLS003424	Q54XY4
CLS003425	Q54XY6
CLS003426	Q54XZ5
CLS003427	Q54Y08
CLS003428	Q54Y26
CLS003428	Q6CFS5
CLS003429	Q54Y32
CLS003430	Q54Y73
CLS003431	Q54Y85
CLS003432	Q54Y96
CLS003433	Q54YA0
CLS003433	Q93VT8
CLS003433	Q9FGX1
CLS003433	Q9P7W3
CLS003434	Q54YC4
CLS003435	Q54YF2
CLS003436	Q54YF7
CLS003437	Q54YG2
CLS003438	Q54YU6
CLS003439	Q54YV4
CLS003440	Q54YW1
CLS003441	Q54YY1
CLS003442	Q54YZ5
CLS003443	Q54Z20
CLS003444	Q54Z23
CLS003445	Q54Z54
CLS003445	V6F5E5
CLS003446	Q27549
CLS003446	Q3IFM6
CLS003446	Q54Z60
CLS003446	Q57B76
CLS003446	Q6FYL4
CLS003446	Q6G1W0
CLS003446	Q6MNF1
CLS003446	Q89WV5
CLS003446	Q8YJ48
CLS003446	Q9KWA3
CLS003446	Q9PB89
CLS003447	Q54ZI9
CLS003448	Q54ZN3
CLS003449	Q54ZR7
CLS003450	Q54ZY3
CLS003451	Q55002
CLS003452	Q55041
CLS003452	Q7UA92
CLS003452	Q7V9E5
CLS003452	Q8DIA7
CLS003452	Q8YR06
CLS003453	Q55074
CLS003454	Q550C1
CLS003455	Q550K8
CLS003456	Q55168
CLS003457	Q551B5
CLS003458	Q551H0
CLS003459	Q55242
CLS003460	Q55286
CLS003461	Q55293
CLS003462	Q552C1
CLS003463	Q552D9
CLS003464	Q552E2
CLS003465	Q552P3
CLS003466	Q552Q3
CLS003467	Q552Q7
CLS003468	Q318Q8
CLS003468	Q3AZA3
CLS003468	Q46J23
CLS003468	Q55346
CLS003469	Q55393
CLS003470	Q553E9
CLS003471	Q553K4
CLS003472	Q553U5
CLS003473	Q55418
CLS003474	Q55434
CLS003475	Q55445
CLS003476	Q55486
CLS003477	Q554C9
CLS003478	Q554E2
CLS003479	Q554L2
CLS003480	Q554L3
CLS003481	Q554P0
CLS003482	Q554U9
CLS003483	Q55563
CLS003484	Q555D2
CLS003485	Q555H8
CLS003486	Q555L9
CLS003487	Q555V7
CLS003488	Q555Z5
CLS003489	Q55638
CLS003490	Q55681
CLS003491	Q556C6
CLS003492	Q556H2
CLS003493	Q556J4
CLS003494	Q556J6
CLS003495	Q556N7
CLS003496	Q556U6
CLS003497	Q556V9
CLS003498	Q55750
CLS003499	Q557C9
CLS003500	Q54DV5
CLS003500	Q557E9
CLS003501	Q557F4
CLS003502	Q557H1
CLS003503	Q557H3
CLS003504	Q55884
CLS003505	Q55898
CLS003506	Q558U1
CLS003507	Q558Z2
CLS003508	Q559A0
CLS003509	Q559G8
CLS003510	Q559K0
CLS003511	Q559M9
CLS003511	Q75JQ1
CLS003512	Q559R1
CLS003513	Q559T8
CLS003514	Q55AN8
CLS003515	Q55AP1
CLS003515	Q55AP3
CLS003516	Q55B97
CLS003517	Q55B99
CLS003518	Q55BA0
CLS003519	Q55BM1
CLS003520	Q32L40
CLS003520	Q55BM4
CLS003520	Q94757
CLS003520	Q9XT06
CLS003521	Q55BN0
CLS003522	Q55BR9
CLS003523	Q55BV7
CLS003524	Q55C09
CLS003525	Q55C52
CLS003526	Q55C91
CLS003527	Q55CA6
CLS003528	Q55CB6
CLS003529	Q55CC5
CLS003530	Q55CH0
CLS003531	Q55CL6
CLS003532	Q55CN0
CLS003533	Q55CS7
CLS003534	Q55CT0
CLS003535	Q55CT1
CLS003536	Q55CT5
CLS003537	Q55CW1
CLS003538	Q55CW2
CLS003539	Q55CW3
CLS003540	Q55CY2
CLS003541	Q55CY9
CLS003542	Q55D99
CLS003543	Q55DE2
CLS003544	Q55DH0
CLS003545	Q55DH8
CLS003546	Q55DJ8
CLS003547	Q55DJ9
CLS003548	Q55DK5
CLS003549	Q55DT7
CLS003550	Q55DU7
CLS003551	Q55DW4
CLS003552	Q55E44
CLS003553	Q55E65
CLS003554	Q55EC7
CLS003555	Q55ED4
CLS003556	Q55EQ0
CLS003557	Q55ER0
CLS003558	Q55EX6
CLS003559	Q55EX7
CLS003560	Q55EZ4
CLS003561	Q55EZ6
CLS003562	Q55F11
CLS003563	Q55F37
CLS003564	Q55F45
CLS003565	Q55F95
CLS003566	Q55FB8
CLS003567	Q55FD5
CLS003568	Q55FD6
CLS003569	Q55FJ0
CLS003570	Q55FJ2
CLS003571	Q55FQ9
CLS003572	Q55FR8
CLS003573	Q55FS2
CLS003574	Q55FT5
CLS003575	Q55FT8
CLS003576	Q55FW8
CLS003577	Q55G20
CLS003578	Q55G34
CLS003579	Q55G45
CLS003580	Q55G81
CLS003581	Q55G83
CLS003582	Q55GA4
CLS003583	Q55GC2
CLS003584	Q55GD5
CLS003585	Q55GG1
CLS003586	Q55GG6
CLS003587	Q55GH4
CLS003588	Q55GJ3
CLS003589	Q55GK3
CLS003590	Q55GN6
CLS003591	Q55GP8
CLS003592	Q55GR7
CLS003593	Q55GS3
CLS003594	Q55GU0
CLS003595	Q55GU9
CLS003596	Q55GV9
CLS003597	Q56078
CLS003598	Q56019
CLS003598	Q56134
CLS003599	Q28FH2
CLS003599	Q561M0
CLS003600	Q561R1
CLS003601	Q56215
CLS003601	Q56239
CLS003602	Q562C7
CLS003603	Q562E2
CLS003604	Q562F6
CLS003605	Q56310
CLS003606	Q56336
CLS003607	Q56338
CLS003608	Q56366
CLS003609	Q564K3
CLS003610	Q56660
CLS003611	Q56694
CLS003612	Q566H4
CLS003612	Q6PGF3
CLS003613	Q566I1
CLS003614	Q566I3
CLS003615	Q56705
CLS003616	Q567X9
CLS003617	Q56878
CLS003617	Q9RN37
CLS003618	Q568E2
CLS003619	Q568R1
CLS003620	Q568Z0
CLS003620	Q8K1H7
CLS003621	Q56974
CLS003622	Q56983
CLS003623	Q56989
CLS003624	Q569C3
CLS003625	Q569C4
CLS003625	Q6P3E7
CLS003626	Q569E7
CLS003627	Q569L8
CLS003627	Q9HC77
CLS003628	Q569Z2
CLS003628	Q5R9G4
CLS003628	Q704U0
CLS003628	Q9EPK7
CLS003629	Q56A06
CLS003629	Q6DCD5
CLS003629	Q8N394
CLS003630	Q56A40
CLS003631	Q56B59
CLS003631	Q5I6K1
CLS003631	Q5I6K6
CLS003631	Q70D40
CLS003631	Q7YKL5
CLS003631	Q7YKQ2
CLS003631	Q8SE90
CLS003631	Q8SEL8
CLS003631	Q8SM20
CLS003631	Q8SM90
CLS003631	Q95ED9
CLS003631	Q95EE0
CLS003631	Q95EE5
CLS003631	Q9TIR3
CLS003632	Q56R14
CLS003632	Q99PP7
CLS003633	Q503E9
CLS003633	Q56R16
CLS003633	Q60960
CLS003634	Q56RZ1
CLS003635	Q56WF8
CLS003636	Q56X46
CLS003637	Q56XZ1
CLS003638	Q56YN3
CLS003638	Q5JK52
CLS003639	Q56YN8
CLS003640	Q57081
CLS003641	Q571B6
CLS003642	Q32KH5
CLS003642	Q571E4
CLS003643	Q2L4Q9
CLS003643	Q571E5
CLS003644	Q571F8
CLS003644	Q9UI32
CLS003645	Q571G4
CLS003645	Q641Z1
CLS003646	Q57252
CLS003647	Q57321
CLS003648	Q57362
CLS003649	Q57523
CLS003650	Q57568
CLS003651	Q57571
CLS003652	Q57616
CLS003653	Q57635
CLS003653	Q6LYM1
CLS003653	Q74M64
CLS003654	Q57675
CLS003655	Q57710
CLS003656	Q57775
CLS003657	Q57776
CLS003658	Q57789
CLS003659	Q57794
CLS003660	Q2YKJ5
CLS003660	Q577X5
CLS003660	Q8FW84
CLS003661	Q57809
CLS003662	Q57828
CLS003663	Q57852
CLS003664	Q57959
CLS003665	Q57986
CLS003666	Q579E8
CLS003666	Q6G3U8
CLS003666	Q8FVB4
CLS003666	Q9KWE4
CLS003667	Q2YLB4
CLS003667	Q579G4
CLS003667	Q8FV99
CLS003667	Q8YD27
CLS003668	Q57C89
CLS003668	Q8YI56
CLS003669	Q3YW09
CLS003669	Q57I94
CLS003669	Q8FC83
CLS003669	Q8ZL42
CLS003670	Q57IW8
CLS003670	Q5PLZ1
CLS003670	Q83PW3
CLS003671	Q32HJ0
CLS003671	Q3Z0N3
CLS003671	Q57N14
CLS003671	Q5PLI4
CLS003671	Q83KM9
CLS003671	Q8FGJ7
CLS003671	Q8Z5R0
CLS003671	Q8ZNT5
CLS003672	Q57UZ7
CLS003673	Q57VU6
CLS003674	Q57VW6
CLS003675	Q57WH1
CLS003676	Q58051
CLS003677	Q580W5
CLS003678	Q580X6
CLS003679	Q58129
CLS003680	Q58138
CLS003681	Q58191
CLS003682	Q58192
CLS003683	Q58242
CLS003684	Q58280
CLS003685	Q58285
CLS003686	Q58294
CLS003687	Q58295
CLS003688	Q58310
CLS003689	Q58311
CLS003690	Q58313
CLS003691	Q58318
CLS003692	Q58352
CLS003693	Q58371
CLS003694	Q58373
CLS003695	Q58374
CLS003696	Q58405
CLS003697	Q58424
CLS003698	Q58434
CLS003699	Q58454
CLS003700	Q58458
CLS003701	Q58460
CLS003702	Q58485
CLS003703	Q58516
CLS003704	Q58536
CLS003705	Q58556
CLS003705	Q5AWS6
CLS003705	Q7KN62
CLS003705	Q9LZF6
CLS003705	Q9P3A7
CLS003705	Q9SCN8
CLS003706	Q58569
CLS003707	Q58585
CLS003708	Q58598
CLS003709	Q585H6
CLS003710	Q58633
CLS003711	Q58677
CLS003712	Q58682
CLS003713	Q58688
CLS003714	Q58714
CLS003715	Q58718
CLS003716	Q58746
CLS003717	Q58776
CLS003718	Q58788
CLS003719	Q58789
CLS003720	Q587J7
CLS003721	Q58823
CLS003722	Q58836
CLS003723	Q58843
CLS003724	Q58854
CLS003725	Q58865
CLS003726	Q588U8
CLS003727	Q588V7
CLS003728	Q58914
CLS003729	Q58928
CLS003730	Q58956
CLS003731	Q58972
CLS003732	Q2MIA9
CLS003732	Q2MIJ6
CLS003732	Q2VEI5
CLS003732	Q33C47
CLS003732	Q4VZP2
CLS003732	Q56P12
CLS003732	Q589B9
CLS003732	Q6ENI3
CLS003732	Q6ENX2
CLS003732	Q6EW57
CLS003732	Q6L3A6
CLS003732	Q85WS8
CLS003732	Q8HVY4
CLS003732	Q8S8Y0
CLS003733	Q58A42
CLS003734	Q58CP9
CLS003735	Q58CT4
CLS003735	Q6PDE8
CLS003736	Q56H28
CLS003736	Q56NL1
CLS003736	Q58DD0
CLS003736	Q9BYF1
CLS003737	Q58DK7
CLS003738	Q58EG3
CLS003739	Q58EK5
CLS003740	Q58EX7
CLS003741	Q58F21
CLS003742	Q58FA4
CLS003743	Q58G59
CLS003744	Q58HI1
CLS003745	Q58P69
CLS003746	Q58Y74
CLS003747	Q58Y75
CLS003748	Q59001
CLS003749	Q59017
CLS003750	Q59019
CLS003751	Q59020
CLS003752	Q59037
CLS003753	Q59046
CLS003754	Q59068
CLS003755	Q59086
CLS003756	Q59118
CLS003757	Q59146
CLS003758	Q59207
CLS003759	Q59219
CLS003760	Q59223
CLS003761	Q59268
CLS003762	Q59289
CLS003763	Q59292
CLS003764	Q59327
CLS003765	Q58L91
CLS003765	Q593B6
CLS003766	Q59526
CLS003766	Q9ZFK1
CLS003767	Q595W7
CLS003768	Q59637
CLS003768	Q89AR0
CLS003768	Q8NNF6
CLS003769	Q59674
CLS003770	Q59675
CLS003771	Q59676
CLS003772	Q59119
CLS003772	Q59685
CLS003772	Q8XAP1
CLS003773	Q59757
CLS003774	Q47SE7
CLS003774	Q59833
CLS003774	Q5NHN4
CLS003774	Q6AEU4
CLS003774	Q82JF0
CLS003774	Q8XK15
CLS003775	Q59905
CLS003776	Q59934
CLS003777	Q59938
